draw_no,date,rank,numbers,core_group,core5,cover_number,core5_matches,main_matches,bonus_match,grade,score,core_score,config_reason,recent_window,core_pool_size,cover_pool_size,actual,bonus,train_draws,train_until_draw_no
192,2004-06-24,2,10 17 22 25 30 37,A,10 22 25 30 37,17,0,0,True,はずれ,0.611032,0.617119,recent_core4_weak_expand_c_core,180,28,38,03 07 19 27 39 41,10,191,191
192,2004-06-24,3,10 20 25 30 31 37,B,10 20 30 31 37,25,0,0,True,はずれ,0.611882,0.613296,recent_core4_weak_expand_c_core,180,28,38,03 07 19 27 39 41,10,191,191
192,2004-06-24,4,08 10 20 25 30 37,C,08 20 25 30 37,10,0,0,True,はずれ,0.601341,0.608092,recent_core4_weak_expand_c_core,180,28,38,03 07 19 27 39 41,10,191,191
192,2004-06-24,5,08 16 20 25 30 37,C,08 20 25 30 37,16,0,0,False,はずれ,0.599464,0.608092,recent_core4_weak_expand_c_core,180,28,38,03 07 19 27 39 41,10,191,191
193,2004-07-01,1,10 11 22 25 30 37,A,10 22 25 30 37,11,0,0,True,はずれ,0.615924,0.620577,recent_core4_weak_expand_c_core,180,28,38,03 04 18 31 40 43,22,192,192
193,2004-07-01,2,10 20 22 25 30 37,A,10 22 25 30 37,20,0,0,True,はずれ,0.611767,0.620577,recent_core4_weak_expand_c_core,180,28,38,03 04 18 31 40 43,22,192,192
193,2004-07-01,3,10 20 25 30 31 37,B,10 20 30 31 37,25,1,1,False,はずれ,0.615409,0.616486,recent_core4_weak_expand_c_core,180,28,38,03 04 18 31 40 43,22,192,192
193,2004-07-01,4,08 10 20 25 30 37,C,08 20 25 30 37,10,0,0,False,はずれ,0.604746,0.611501,recent_core4_weak_expand_c_core,180,28,38,03 04 18 31 40 43,22,192,192
193,2004-07-01,5,08 16 20 25 30 37,C,08 20 25 30 37,16,0,0,False,はずれ,0.602983,0.611501,recent_core4_weak_expand_c_core,180,28,38,03 04 18 31 40 43,22,192,192
194,2004-07-08,1,10 11 22 25 30 37,A,10 22 25 30 37,11,0,1,True,はずれ,0.616031,0.619953,recent_core4_weak_expand_c_core,180,28,38,04 11 12 21 36 38,37,193,193
194,2004-07-08,2,10 20 22 25 30 37,A,10 22 25 30 37,20,0,0,True,はずれ,0.611873,0.619953,recent_core4_weak_expand_c_core,180,28,38,04 11 12 21 36 38,37,193,193
194,2004-07-08,3,10 11 20 25 30 37,B,10 11 20 30 37,25,1,1,True,はずれ,0.617941,0.614454,recent_core4_weak_expand_c_core,180,28,38,04 11 12 21 36 38,37,193,193
194,2004-07-08,4,08 10 20 25 30 37,C,08 20 25 30 37,10,0,0,True,はずれ,0.604974,0.611186,recent_core4_weak_expand_c_core,180,28,38,04 11 12 21 36 38,37,193,193
194,2004-07-08,5,08 16 20 25 30 37,C,08 20 25 30 37,16,0,0,True,はずれ,0.603622,0.611186,recent_core4_weak_expand_c_core,180,28,38,04 11 12 21 36 38,37,193,193
195,2004-07-15,1,10 20 22 25 30 37,A,10 22 25 30 37,20,2,2,False,はずれ,0.611302,0.618849,recent_core4_weak_expand_c_core,180,28,38,05 10 12 22 26 41,19,194,194
195,2004-07-15,2,10 17 22 25 30 37,A,10 22 25 30 37,17,2,2,False,はずれ,0.610763,0.618849,recent_core4_weak_expand_c_core,180,28,38,05 10 12 22 26 41,19,194,194
195,2004-07-15,3,10 20 25 30 31 37,B,10 20 30 31 37,25,1,1,False,はずれ,0.61329,0.612434,recent_core4_weak_expand_c_core,180,28,38,05 10 12 22 26 41,19,194,194
195,2004-07-15,4,08 10 20 25 30 37,C,08 20 25 30 37,10,0,1,False,はずれ,0.60127,0.606441,recent_core4_weak_expand_c_core,180,28,38,05 10 12 22 26 41,19,194,194
195,2004-07-15,5,08 11 20 25 30 37,C,08 20 25 30 37,11,0,0,False,はずれ,0.600729,0.606441,recent_core4_weak_expand_c_core,180,28,38,05 10 12 22 26 41,19,194,194
196,2004-07-22,1,10 17 22 25 30 37,A,10 22 25 30 37,17,1,1,False,はずれ,0.609963,0.617205,recent_core4_weak_expand_c_core,180,28,38,04 05 11 16 30 33,14,195,195
196,2004-07-22,2,10 16 22 25 30 37,A,10 22 25 30 37,16,1,2,False,はずれ,0.609024,0.617205,recent_core4_weak_expand_c_core,180,28,38,04 05 11 16 30 33,14,195,195
196,2004-07-22,3,03 18 25 30 31 37,B,03 18 25 30 31,37,1,1,False,はずれ,0.602852,0.607493,recent_core4_weak_expand_c_core,180,28,38,04 05 11 16 30 33,14,195,195
196,2004-07-22,4,10 20 25 30 31 37,C,10 20 30 31 37,25,1,1,False,はずれ,0.609495,0.607303,recent_core4_weak_expand_c_core,180,28,38,04 05 11 16 30 33,14,195,195
196,2004-07-22,5,03 10 20 30 31 37,C,10 20 30 31 37,3,1,1,False,はずれ,0.597938,0.607303,recent_core4_weak_expand_c_core,180,28,38,04 05 11 16 30 33,14,195,195
197,2004-07-29,1,10 17 22 25 30 37,A,10 22 25 30 37,17,3,4,False,4等,0.600735,0.607971,recent_core4_weak_expand_c_core,180,28,38,09 10 17 22 28 30,19,196,196
197,2004-07-29,2,03 10 22 25 30 37,A,10 22 25 30 37,3,3,3,False,5等,0.599667,0.607971,recent_core4_weak_expand_c_core,180,28,38,09 10 17 22 28 30,19,196,196
197,2004-07-29,3,03 18 25 30 31 37,B,03 18 25 30 31,37,1,1,False,はずれ,0.593419,0.598666,recent_core4_weak_expand_c_core,180,28,38,09 10 17 22 28 30,19,196,196
197,2004-07-29,4,10 20 25 30 31 37,C,10 20 30 31 37,25,2,2,False,はずれ,0.599954,0.598315,recent_core4_weak_expand_c_core,180,28,38,09 10 17 22 28 30,19,196,196
197,2004-07-29,5,10 16 20 30 31 37,C,10 20 30 31 37,16,2,2,False,はずれ,0.584589,0.598315,recent_core4_weak_expand_c_core,180,28,38,09 10 17 22 28 30,19,196,196
198,2004-08-05,1,10 17 22 25 30 37,A,10 22 25 30 37,17,0,1,True,はずれ,0.590724,0.59815,recent_core4_weak_expand_c_core,180,28,38,04 05 06 17 20 42,10,197,197
198,2004-08-05,2,03 10 22 25 30 37,A,10 22 25 30 37,3,0,0,True,はずれ,0.589822,0.59815,recent_core4_weak_expand_c_core,180,28,38,04 05 06 17 20 42,10,197,197
198,2004-08-05,3,10 20 25 30 31 37,B,10 20 30 31 37,25,1,1,True,はずれ,0.583464,0.584726,recent_core4_weak_expand_c_core,180,28,38,04 05 06 17 20 42,10,197,197
198,2004-08-05,4,10 17 22 30 37 41,C,10 17 30 37 41,22,1,1,True,はずれ,0.581341,0.584518,recent_core4_weak_expand_c_core,180,28,38,04 05 06 17 20 42,10,197,197
198,2004-08-05,5,10 17 20 30 37 41,C,10 17 30 37 41,20,1,2,True,はずれ,0.576819,0.584518,recent_core4_weak_expand_c_core,180,28,38,04 05 06 17 20 42,10,197,197
199,2004-08-12,1,10 17 22 25 30 37,A,10 22 25 30 37,17,1,1,False,はずれ,0.595707,0.600618,recent_core4_weak_expand_c_core,180,28,38,03 14 24 25 33 36,41,198,198
199,2004-08-12,2,03 10 22 25 30 37,A,10 22 25 30 37,3,1,2,False,はずれ,0.592391,0.600618,recent_core4_weak_expand_c_core,180,28,38,03 14 24 25 33 36,41,198,198
199,2004-08-12,3,10 17 25 30 37 41,B,10 17 30 37 41,25,0,1,True,はずれ,0.58393,0.586494,recent_core4_weak_expand_c_core,180,28,38,03 14 24 25 33 36,41,198,198
199,2004-08-12,4,10 17 22 30 37 39,C,10 17 22 30 39,37,0,0,False,はずれ,0.590736,0.585959,recent_core4_weak_expand_c_core,180,28,38,03 14 24 25 33 36,41,198,198
199,2004-08-12,5,10 15 17 22 30 39,C,10 17 22 30 39,15,0,0,False,はずれ,0.57768,0.585959,recent_core4_weak_expand_c_core,180,28,38,03 14 24 25 33 36,41,198,198
200,2004-08-19,1,10 15 22 25 30 37,A,10 22 25 30 37,15,1,1,False,はずれ,0.606615,0.610556,recent_core4_weak_expand_c_core,180,28,38,04 07 11 19 25 28,2,199,199
200,2004-08-19,2,10 17 22 25 30 37,A,10 22 25 30 37,17,1,1,False,はずれ,0.605119,0.610556,recent_core4_weak_expand_c_core,180,28,38,04 07 11 19 25 28,2,199,199
200,2004-08-19,3,10 15 25 30 31 37,B,10 15 30 31 37,25,0,1,False,はずれ,0.593492,0.601642,recent_core4_weak_expand_c_core,180,28,38,04 07 11 19 25 28,2,199,199
200,2004-08-19,4,10 17 22 30 37 41,C,10 17 30 37 41,22,0,0,False,はずれ,0.59456,0.597919,recent_core4_weak_expand_c_core,180,28,38,04 07 11 19 25 28,2,199,199
200,2004-08-19,5,03 10 17 30 37 41,C,10 17 30 37 41,3,0,0,False,はずれ,0.588516,0.597919,recent_core4_weak_expand_c_core,180,28,38,04 07 11 19 25 28,2,199,199
201,2004-08-26,1,10 15 22 25 30 37,A,10 22 25 30 37,15,1,1,False,はずれ,0.610643,0.614739,recent_core4_weak_expand_c_core,180,28,38,10 13 16 17 24 39,43,200,200
201,2004-08-26,2,10 17 22 25 30 37,A,10 22 25 30 37,17,1,2,False,はずれ,0.609707,0.614739,recent_core4_weak_expand_c_core,180,28,38,10 13 16 17 24 39,43,200,200
201,2004-08-26,3,10 15 25 30 31 37,B,10 15 30 31 37,25,1,1,False,はずれ,0.59808,0.603064,recent_core4_weak_expand_c_core,180,28,38,10 13 16 17 24 39,43,200,200
201,2004-08-26,4,10 17 22 30 37 41,C,10 17 30 37 41,22,2,2,False,はずれ,0.597142,0.600031,recent_core4_weak_expand_c_core,180,28,38,10 13 16 17 24 39,43,200,200
201,2004-08-26,5,03 10 17 30 37 41,C,10 17 30 37 41,3,2,2,False,はずれ,0.591376,0.600031,recent_core4_weak_expand_c_core,180,28,38,10 13 16 17 24 39,43,200,200
202,2004-09-02,1,10 17 22 25 30 37,A,10 22 25 30 37,17,0,0,True,はずれ,0.609986,0.614324,recent_core4_weak_expand_c_core,180,28,38,09 18 26 28 33 40,10,201,201
202,2004-09-02,2,10 15 22 25 30 37,A,10 22 25 30 37,15,0,0,True,はずれ,0.608696,0.614324,recent_core4_weak_expand_c_core,180,28,38,09 18 26 28 33 40,10,201,201
202,2004-09-02,3,10 15 17 25 30 37,B,10 15 17 30 37,25,0,0,True,はずれ,0.603792,0.602041,recent_core4_weak_expand_c_core,180,28,38,09 18 26 28 33 40,10,201,201
202,2004-09-02,4,10 17 22 30 37 39,C,10 17 22 30 39,37,0,0,True,はずれ,0.604097,0.596265,recent_core4_weak_expand_c_core,180,28,38,09 18 26 28 33 40,10,201,201
202,2004-09-02,5,03 10 17 22 30 39,C,10 17 22 30 39,3,0,0,True,はずれ,0.590808,0.596265,recent_core4_weak_expand_c_core,180,28,38,09 18 26 28 33 40,10,201,201
203,2004-09-09,1,10 17 22 25 30 37,A,10 22 25 30 37,17,1,1,False,はずれ,0.614478,0.618501,recent_core4_weak_expand_c_core,180,28,38,12 18 20 27 35 37,39,202,202
203,2004-09-09,2,10 15 22 25 30 37,A,10 22 25 30 37,15,1,1,False,はずれ,0.612609,0.618501,recent_core4_weak_expand_c_core,180,28,38,12 18 20 27 35 37,39,202,202
203,2004-09-09,3,10 15 17 25 30 37,B,10 15 17 30 37,25,1,1,False,はずれ,0.608028,0.605833,recent_core4_weak_expand_c_core,180,28,38,12 18 20 27 35 37,39,202,202
203,2004-09-09,4,10 17 22 30 37 39,C,10 17 22 30 39,37,0,1,True,はずれ,0.608909,0.601098,recent_core4_weak_expand_c_core,180,28,38,12 18 20 27 35 37,39,202,202
203,2004-09-09,5,03 10 17 22 30 39,C,10 17 22 30 39,3,0,0,True,はずれ,0.5958,0.601098,recent_core4_weak_expand_c_core,180,28,38,12 18 20 27 35 37,39,202,202
204,2004-09-16,1,10 17 22 25 30 37,A,10 22 25 30 37,17,1,2,True,はずれ,0.604087,0.605503,recent_core4_weak_expand_c_core,180,28,38,02 17 20 25 39 42,30,203,203
204,2004-09-16,2,10 15 22 25 30 37,A,10 22 25 30 37,15,1,1,True,はずれ,0.601449,0.605503,recent_core4_weak_expand_c_core,180,28,38,02 17 20 25 39 42,30,203,203
204,2004-09-16,3,10 17 22 25 30 39,B,10 17 22 30 39,25,2,3,True,5等,0.610445,0.601753,recent_core4_weak_expand_c_core,180,28,38,02 17 20 25 39 42,30,203,203
204,2004-09-16,4,03 18 22 25 30 31,C,03 18 25 30 31,22,1,1,True,はずれ,0.595899,0.601034,recent_core4_weak_expand_c_core,180,28,38,02 17 20 25 39 42,30,203,203
204,2004-09-16,5,03 10 18 25 30 31,C,03 18 25 30 31,10,1,1,True,はずれ,0.590761,0.601034,recent_core4_weak_expand_c_core,180,28,38,02 17 20 25 39 42,30,203,203
205,2004-09-23,1,10 17 22 25 30 37,A,10 22 25 30 37,17,0,0,False,はずれ,0.613399,0.61277,recent_core4_weak_expand_c_core,180,28,38,04 07 09 16 18 34,26,204,204
205,2004-09-23,2,03 10 22 25 30 37,A,10 22 25 30 37,3,0,0,False,はずれ,0.607306,0.61277,recent_core4_weak_expand_c_core,180,28,38,04 07 09 16 18 34,26,204,204
205,2004-09-23,3,10 17 22 25 30 39,B,10 17 22 30 39,25,0,0,False,はずれ,0.622355,0.612439,recent_core4_weak_expand_c_core,180,28,38,04 07 09 16 18 34,26,204,204
205,2004-09-23,4,03 17 22 25 30 37,C,03 17 22 25 30,37,0,0,False,はずれ,0.604896,0.610551,recent_core4_weak_expand_c_core,180,28,38,04 07 09 16 18 34,26,204,204
205,2004-09-23,5,03 10 17 22 25 30,C,03 17 22 25 30,10,0,0,False,はずれ,0.603287,0.610551,recent_core4_weak_expand_c_core,180,28,38,04 07 09 16 18 34,26,204,204
206,2004-09-30,1,10 17 22 25 30 39,A,10 17 22 30 39,25,1,1,False,はずれ,0.625799,0.615612,recent_core4_weak_expand_c_core,180,28,38,01 03 16 22 41 43,13,205,205
206,2004-09-30,2,03 10 17 22 30 39,A,10 17 22 30 39,3,1,2,False,はずれ,0.611078,0.615612,recent_core4_weak_expand_c_core,180,28,38,01 03 16 22 41 43,13,205,205
206,2004-09-30,3,03 10 17 22 25 30,B,03 17 22 25 30,10,2,2,False,はずれ,0.606589,0.613684,recent_core4_weak_expand_c_core,180,28,38,01 03 16 22 41 43,13,205,205
206,2004-09-30,4,10 17 22 25 30 37,C,10 22 25 30 37,17,1,1,False,はずれ,0.614409,0.613118,recent_core4_weak_expand_c_core,180,28,38,01 03 16 22 41 43,13,205,205
206,2004-09-30,5,10 15 22 25 30 37,C,10 22 25 30 37,15,1,1,False,はずれ,0.605886,0.613118,recent_core4_weak_expand_c_core,180,28,38,01 03 16 22 41 43,13,205,205
207,2004-10-07,1,10 17 22 25 30 39,A,10 17 25 30 39,22,2,2,False,はずれ,0.614334,0.617654,recent_core4_weak_expand_c_core,180,28,38,17 21 23 30 31 34,5,206,206
207,2004-10-07,2,10 16 17 25 30 39,A,10 17 25 30 39,16,2,2,False,はずれ,0.610625,0.617654,recent_core4_weak_expand_c_core,180,28,38,17 21 23 30 31 34,5,206,206
207,2004-10-07,3,10 17 22 25 30 37,B,10 22 25 30 37,17,1,2,False,はずれ,0.614536,0.612644,recent_core4_weak_expand_c_core,180,28,38,17 21 23 30 31 34,5,206,206
207,2004-10-07,4,03 10 17 22 25 30,C,03 17 22 25 30,10,2,2,False,はずれ,0.6047,0.610957,recent_core4_weak_expand_c_core,180,28,38,17 21 23 30 31 34,5,206,206
207,2004-10-07,5,03 17 22 25 30 37,C,03 17 22 25 30,37,2,2,False,はずれ,0.603728,0.610957,recent_core4_weak_expand_c_core,180,28,38,17 21 23 30 31 34,5,206,206
208,2004-10-14,1,10 17 22 25 30 39,A,10 17 25 30 39,22,1,1,False,はずれ,0.6094,0.612201,recent_core4_weak_expand_c_core,180,28,38,18 24 29 32 35 39,23,207,207
208,2004-10-14,2,10 16 17 25 30 39,A,10 17 25 30 39,16,1,1,False,はずれ,0.60544,0.612201,recent_core4_weak_expand_c_core,180,28,38,18 24 29 32 35 39,23,207,207
208,2004-10-14,3,03 10 17 22 25 30,B,03 17 22 25 30,10,0,0,False,はずれ,0.599785,0.605724,recent_core4_weak_expand_c_core,180,28,38,18 24 29 32 35 39,23,207,207
208,2004-10-14,4,10 17 22 25 30 37,C,10 22 25 30 37,17,0,0,False,はずれ,0.607969,0.603709,recent_core4_weak_expand_c_core,180,28,38,18 24 29 32 35 39,23,207,207
208,2004-10-14,5,10 15 22 25 30 37,C,10 22 25 30 37,15,0,0,False,はずれ,0.597064,0.603709,recent_core4_weak_expand_c_core,180,28,38,18 24 29 32 35 39,23,207,207
209,2004-10-21,1,10 17 22 25 30 39,A,10 17 25 30 39,22,1,1,False,はずれ,0.609204,0.612471,recent_core4_weak_expand_c_core,180,28,38,08 27 30 35 40 41,9,208,208
209,2004-10-21,2,10 16 17 25 30 39,A,10 17 25 30 39,16,1,1,False,はずれ,0.605472,0.612471,recent_core4_weak_expand_c_core,180,28,38,08 27 30 35 40 41,9,208,208
209,2004-10-21,3,03 10 17 22 25 30,B,03 17 22 25 30,10,1,1,False,はずれ,0.599052,0.605554,recent_core4_weak_expand_c_core,180,28,38,08 27 30 35 40 41,9,208,208
209,2004-10-21,4,10 17 22 25 30 37,C,10 22 25 30 37,17,1,1,False,はずれ,0.607361,0.603086,recent_core4_weak_expand_c_core,180,28,38,08 27 30 35 40 41,9,208,208
209,2004-10-21,5,03 10 22 25 30 37,C,10 22 25 30 37,3,1,1,False,はずれ,0.595231,0.603086,recent_core4_weak_expand_c_core,180,28,38,08 27 30 35 40 41,9,208,208
210,2004-10-28,1,10 17 22 25 30 39,A,10 17 25 30 39,22,0,1,False,はずれ,0.602403,0.606214,recent_core4_weak_expand_c_core,180,28,38,01 06 21 22 37 40,19,209,209
210,2004-10-28,2,10 16 17 25 30 39,A,10 17 25 30 39,16,0,0,False,はずれ,0.598877,0.606214,recent_core4_weak_expand_c_core,180,28,38,01 06 21 22 37 40,19,209,209
210,2004-10-28,3,03 10 17 22 25 30,B,03 17 22 25 30,10,1,1,False,はずれ,0.592031,0.598897,recent_core4_weak_expand_c_core,180,28,38,01 06 21 22 37 40,19,209,209
210,2004-10-28,4,10 17 22 25 30 37,C,10 22 25 30 37,17,2,2,False,はずれ,0.598026,0.594131,recent_core4_weak_expand_c_core,180,28,38,01 06 21 22 37 40,19,209,209
210,2004-10-28,5,03 10 22 25 30 37,C,10 22 25 30 37,3,2,2,False,はずれ,0.58635,0.594131,recent_core4_weak_expand_c_core,180,28,38,01 06 21 22 37 40,19,209,209
211,2004-11-04,1,10 17 22 25 30 39,A,10 17 25 30 39,22,1,1,False,はずれ,0.603206,0.605715,recent_core4_weak_expand_c_core,180,28,38,10 14 23 26 33 36,24,210,210
211,2004-11-04,2,10 16 17 25 30 39,A,10 17 25 30 39,16,1,1,False,はずれ,0.596283,0.605715,recent_core4_weak_expand_c_core,180,28,38,10 14 23 26 33 36,24,210,210
211,2004-11-04,3,03 10 17 22 25 30,B,03 17 22 25 30,10,0,1,False,はずれ,0.592658,0.599255,recent_core4_weak_expand_c_core,180,28,38,10 14 23 26 33 36,24,210,210
211,2004-11-04,4,10 17 22 25 30 37,C,10 22 25 30 37,17,1,1,False,はずれ,0.597076,0.595642,recent_core4_weak_expand_c_core,180,28,38,10 14 23 26 33 36,24,210,210
211,2004-11-04,5,03 10 22 25 30 37,C,10 22 25 30 37,3,1,1,False,はずれ,0.588033,0.595642,recent_core4_weak_expand_c_core,180,28,38,10 14 23 26 33 36,24,210,210
212,2004-11-11,1,10 17 22 25 30 39,A,10 17 25 30 39,22,2,2,False,はずれ,0.603427,0.607238,recent_core4_weak_expand_c_core,180,28,38,01 11 17 32 35 39,20,211,211
212,2004-11-11,2,10 16 17 25 30 39,A,10 17 25 30 39,16,2,2,False,はずれ,0.598552,0.607238,recent_core4_weak_expand_c_core,180,28,38,01 11 17 32 35 39,20,211,211
212,2004-11-11,3,03 10 17 22 25 30,B,03 17 22 25 30,10,1,1,False,はずれ,0.593026,0.601075,recent_core4_weak_expand_c_core,180,28,38,01 11 17 32 35 39,20,211,211
212,2004-11-11,4,10 17 22 25 30 41,C,10 17 22 30 41,25,1,1,False,はずれ,0.604842,0.595612,recent_core4_weak_expand_c_core,180,28,38,01 11 17 32 35 39,20,211,211
212,2004-11-11,5,03 10 17 22 30 41,C,10 17 22 30 41,3,1,1,False,はずれ,0.591076,0.595612,recent_core4_weak_expand_c_core,180,28,38,01 11 17 32 35 39,20,211,211
213,2004-11-18,1,10 17 22 25 30 39,A,10 17 25 30 39,22,0,0,False,はずれ,0.609206,0.613407,recent_core4_weak_expand_c_core,180,28,38,04 07 18 26 29 43,8,212,212
213,2004-11-18,2,10 16 17 25 30 39,A,10 17 25 30 39,16,0,0,False,はずれ,0.60419,0.613407,recent_core4_weak_expand_c_core,180,28,38,04 07 18 26 29 43,8,212,212
213,2004-11-18,3,03 10 17 22 25 30,B,03 17 22 25 30,10,0,0,False,はずれ,0.593643,0.601169,recent_core4_weak_expand_c_core,180,28,38,04 07 18 26 29 43,8,212,212
213,2004-11-18,4,10 17 22 25 30 37,C,10 22 25 30 37,17,0,0,False,はずれ,0.60048,0.596854,recent_core4_weak_expand_c_core,180,28,38,04 07 18 26 29 43,8,212,212
213,2004-11-18,5,03 10 22 25 30 37,C,10 22 25 30 37,3,0,0,False,はずれ,0.588094,0.596854,recent_core4_weak_expand_c_core,180,28,38,04 07 18 26 29 43,8,212,212
214,2004-11-25,1,10 17 22 25 30 39,A,10 17 25 30 39,22,0,0,False,はずれ,0.608901,0.614623,recent_core4_weak_expand_c_core,180,28,38,04 07 09 11 20 36,32,213,213
214,2004-11-25,2,10 16 17 25 30 39,A,10 17 25 30 39,16,0,0,False,はずれ,0.606168,0.614623,recent_core4_weak_expand_c_core,180,28,38,04 07 09 11 20 36,32,213,213
214,2004-11-25,3,03 10 17 22 25 30,B,03 17 22 25 30,10,0,0,False,はずれ,0.59368,0.59948,recent_core4_weak_expand_c_core,180,28,38,04 07 09 11 20 36,32,213,213
214,2004-11-25,4,10 17 22 25 30 37,C,10 22 25 30 37,17,0,0,False,はずれ,0.599837,0.597704,recent_core4_weak_expand_c_core,180,28,38,04 07 09 11 20 36,32,213,213
214,2004-11-25,5,03 10 22 25 30 37,C,10 22 25 30 37,3,0,0,False,はずれ,0.59006,0.597704,recent_core4_weak_expand_c_core,180,28,38,04 07 09 11 20 36,32,213,213
215,2004-12-02,1,10 17 22 25 30 39,A,10 17 22 30 39,25,1,1,True,はずれ,0.624141,0.61981,recent_core4_weak_expand_c_core,180,28,38,01 04 13 18 22 31,30,214,214
215,2004-12-02,2,10 17 22 27 30 39,A,10 17 22 30 39,27,1,1,True,はずれ,0.611484,0.61981,recent_core4_weak_expand_c_core,180,28,38,01 04 13 18 22 31,30,214,214
215,2004-12-02,3,03 10 17 22 25 30,B,03 17 22 25 30,10,1,1,True,はずれ,0.597745,0.602287,recent_core4_weak_expand_c_core,180,28,38,01 04 13 18 22 31,30,214,214
215,2004-12-02,4,03 10 17 22 30 31,C,03 10 17 30 31,22,1,2,True,はずれ,0.590631,0.59981,recent_core4_weak_expand_c_core,180,28,38,01 04 13 18 22 31,30,214,214
215,2004-12-02,5,03 10 17 30 31 39,C,03 10 17 30 31,39,1,1,True,はずれ,0.58831,0.59981,recent_core4_weak_expand_c_core,180,28,38,01 04 13 18 22 31,30,214,214
216,2004-12-09,1,10 17 22 25 30 39,A,10 17 22 30 39,25,0,0,False,はずれ,0.632091,0.627047,recent_core4_weak_expand_c_core,180,28,38,09 21 29 33 35 41,27,215,215
216,2004-12-09,2,10 17 22 27 30 39,A,10 17 22 30 39,27,0,0,True,はずれ,0.619232,0.627047,recent_core4_weak_expand_c_core,180,28,38,09 21 29 33 35 41,27,215,215
216,2004-12-09,3,03 18 22 25 30 39,B,03 18 22 25 30,39,0,0,False,はずれ,0.604857,0.606201,recent_core4_weak_expand_c_core,180,28,38,09 21 29 33 35 41,27,215,215
216,2004-12-09,4,10 17 22 25 30 31,C,10 22 25 30 31,17,0,0,False,はずれ,0.608158,0.605786,recent_core4_weak_expand_c_core,180,28,38,09 21 29 33 35 41,27,215,215
216,2004-12-09,5,10 18 22 25 30 31,C,10 22 25 30 31,18,0,0,False,はずれ,0.598856,0.605786,recent_core4_weak_expand_c_core,180,28,38,09 21 29 33 35 41,27,215,215
